mode,embedding_name,embedding_label,embedding_family,embedding_source,algorithm,k,eps,min_samples,n_neighbors,assign_labels,n_init,max_iter,metric,evaluation_metric,linkage,n_docs,affinity,gamma,silhouette,davies_bouldin,ari,dunn,metrics_eligible,n_clusters,n_clustered_docs,n_noise,noise_ratio,coverage_ratio,cluster_size_min,cluster_size_max,cluster_size_mean,cluster_size_median,cluster_size_std,largest_cluster_ratio,largest_cluster_doc_ratio,tiny_cluster_count,tiny_cluster_doc_ratio,runtime_sec,selection_eligible,analysis_eligible
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,30,,0,0,discretize,0,0,,euclidean,,17982,rbf,0.1,-0.0006446563056670129,4.046197016924308,0.18775890067105572,0.03667511639060438,1.0,30.0,17982.0,0.0,0.0,1.0,144.0,1091.0,599.4,588.0,226.77207353052387,0.060671782894005113,0.060671782894005113,0.0,0.0,34.24748182296753,True,True
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,20,,0,30,kmeans,0,0,,euclidean,,17982,nearest_neighbors,1.0,-0.0008662509499117732,3.1865358261900267,0.11068042646550309,0.0,1.0,20.0,17982.0,0.0,0.0,1.0,35.0,5749.0,899.1,526.5,1230.5181388342066,0.31970859748637526,0.31970859748637526,0.0,0.0,324.4868218898773,True,True
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,25,,0,10,kmeans,0,0,,euclidean,,17982,nearest_neighbors,1.0,-0.001192401978187263,2.8230408077642157,0.15428586075154616,0.004221362453265297,1.0,25.0,17982.0,0.0,0.0,1.0,9.0,4074.0,719.28,182.0,1105.5449161386434,0.2265598932265599,0.2265598932265599,0.0,0.0,204.77959775924683,True,True
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,20,,0,20,kmeans,0,0,,euclidean,,17982,nearest_neighbors,1.0,-0.002364005893468857,3.1925578733360043,0.13348413465465064,0.0041510416043095055,1.0,20.0,17982.0,0.0,0.0,1.0,16.0,4818.0,899.1,514.0,1102.3014968691643,0.2679346012679346,0.2679346012679346,0.0,0.0,326.6674122810364,True,True
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,30,,0,0,kmeans,0,0,,euclidean,,17982,rbf,0.1,-0.0032969985622912645,3.771670361565357,0.17487492737960983,0.03059278365343001,1.0,30.0,17982.0,0.0,0.0,1.0,43.0,1140.0,599.4,571.0,265.72951159653553,0.06339673006339673,0.06339673006339673,0.0,0.0,39.54901838302612,True,True
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,25,,0,20,kmeans,0,0,,euclidean,,17982,nearest_neighbors,1.0,-0.004759611561894417,3.0743724673267407,0.12727524381716232,0.02920347397766634,1.0,25.0,17982.0,0.0,0.0,1.0,15.0,5056.0,719.28,450.0,1084.6443664169376,0.2811700589478367,0.2811700589478367,0.0,0.0,345.35401010513306,True,True
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,20,,0,0,kmeans,0,0,,euclidean,,17982,rbf,1.0,-0.006219229660928249,3.560558867084194,0.15784996985306682,0.018871714568102146,1.0,20.0,17982.0,0.0,0.0,1.0,11.0,2264.0,899.1,902.0,498.81889499095763,0.12590368145923703,0.12590368145923703,0.0,0.0,35.152663469314575,True,True
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,30,,0,0,kmeans,0,0,,euclidean,,17982,rbf,1.0,-0.006716625764966011,3.4735807398355827,0.17148709335491058,0.02367737581306245,1.0,30.0,17982.0,0.0,0.0,1.0,10.0,1724.0,599.4,589.0,357.3013294125842,0.09587365142920698,0.09587365142920698,0.0,0.0,39.29730176925659,True,True
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,25,,0,0,discretize,0,0,,euclidean,,17982,rbf,1.0,-0.009251165203750134,3.7897828967438034,0.1973803950086115,0.035495491903009345,1.0,25.0,17982.0,0.0,0.0,1.0,164.0,1166.0,719.28,702.0,262.3015852029873,0.06484262039817595,0.06484262039817595,0.0,0.0,34.03845524787903,True,True
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,25,,0,0,kmeans,0,0,,euclidean,,17982,rbf,0.1,-0.010179017670452595,3.662237742470083,0.17077382128441826,0.03915111930325607,1.0,25.0,17982.0,0.0,0.0,1.0,75.0,1378.0,719.28,660.0,275.2166448454744,0.07663218774329886,0.07663218774329886,0.0,0.0,38.01173710823059,True,True
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,30,,0,10,kmeans,0,0,,euclidean,,17982,nearest_neighbors,1.0,-0.010917775332927704,2.727745382242285,0.11051943295601352,0.029406490581560172,1.0,30.0,17982.0,0.0,0.0,1.0,9.0,6004.0,599.4,176.0,1143.577386974751,0.3338894450005561,0.3338894450005561,0.0,0.0,208.2475664615631,True,True
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,30,,0,0,discretize,0,0,,euclidean,,17982,rbf,1.0,-0.03630553185939789,3.860905278000514,0.19880964997577302,0.04140933547629762,1.0,30.0,17982.0,0.0,0.0,1.0,21.0,1133.0,599.4,612.5,290.7283497241597,0.06300745189634079,0.06300745189634079,0.0,0.0,36.09762787818909,True,True
full,fasttext,fastText wiki-news 300,static,fasttext-wiki-news-subwords-300,spectral,25,,0,0,discretize,0,0,,euclidean,,17982,rbf,0.1,-0.10310249030590057,3.919122657007412,0.19313379463424477,0.018425893698262814,1.0,25.0,17982.0,0.0,0.0,1.0,12.0,1186.0,719.28,694.0,265.31377951399355,0.0659548437326215,0.0659548437326215,0.0,0.0,36.167994260787964,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,15,,0,0,discretize,0,0,,euclidean,,17986,rbf,1.0,0.03519486263394356,4.607376960293068,0.31946203486527425,0.1256375841907114,1.0,15.0,17986.0,0.0,0.0,1.0,851.0,1586.0,1199.0666666666666,1209.0,238.54851824221328,0.08817969531858112,0.08817969531858112,0.0,0.0,32.280375480651855,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,15,,0,0,kmeans,0,0,,euclidean,,17986,rbf,0.1,0.03446529805660248,4.501713240527595,0.32420110542333197,0.16486753563820022,1.0,15.0,17986.0,0.0,0.0,1.0,625.0,1625.0,1199.0666666666666,1270.0,326.9227159776791,0.09034804848215279,0.09034804848215279,0.0,0.0,33.294705629348755,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,15,,0,0,discretize,0,0,,euclidean,,17986,rbf,0.1,0.03443775326013565,4.591599691870935,0.3040250314182119,0.09508964156214723,1.0,15.0,17986.0,0.0,0.0,1.0,839.0,1656.0,1199.0666666666666,1240.0,259.5181346692794,0.09207161125319693,0.09207161125319693,0.0,0.0,30.678205728530884,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,10,,0,0,discretize,0,0,,euclidean,,17986,rbf,1.0,0.03408023342490196,4.741010161772577,0.2709243648951997,0.0908286232086754,1.0,10.0,17986.0,0.0,0.0,1.0,1109.0,2252.0,1798.6,1803.5,301.9397953235048,0.12520849549649726,0.12520849549649726,0.0,0.0,30.473637342453003,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,10,,0,0,discretize,0,0,,euclidean,,17986,rbf,0.1,0.033512651920318604,4.732087104206718,0.2638828928256065,0.06994546110039665,1.0,10.0,17986.0,0.0,0.0,1.0,1259.0,2171.0,1798.6,1746.0,262.57197108602435,0.12070499277215613,0.12070499277215613,0.0,0.0,32.399226665496826,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,10,,0,0,kmeans,0,0,,euclidean,,17986,rbf,0.1,0.033196285367012024,4.801139626065387,0.25937236749822107,0.06991043760778316,1.0,10.0,17986.0,0.0,0.0,1.0,977.0,2274.0,1798.6,1836.0,353.81837148457964,0.12643166907594797,0.12643166907594797,0.0,0.0,31.322034120559692,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,20,,0,0,kmeans,0,0,,euclidean,,17986,rbf,0.1,0.033046744763851166,4.496671347746299,0.3321816813871895,0.04367424143370119,1.0,20.0,17986.0,0.0,0.0,1.0,620.0,1390.0,899.3,909.0,200.01877411883115,0.07728233070165684,0.07728233070165684,0.0,0.0,34.13341975212097,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,20,,0,0,discretize,0,0,,euclidean,,17986,rbf,1.0,0.032860491424798965,4.455762610473283,0.351599385125441,0.06603417917243493,1.0,20.0,17986.0,0.0,0.0,1.0,623.0,1350.0,899.3,896.5,188.87617636959936,0.07505837873901924,0.07505837873901924,0.0,0.0,32.25041055679321,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,10,,0,0,kmeans,0,0,,euclidean,,17986,rbf,1.0,0.032493676990270615,4.7871901003108634,0.2561692687036883,0.0985482012548315,1.0,10.0,17986.0,0.0,0.0,1.0,860.0,2391.0,1798.6,1815.0,442.99078997198126,0.13293672856666297,0.13293672856666297,0.0,0.0,31.73009967803955,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,20,,0,0,kmeans,0,0,,euclidean,,17986,rbf,1.0,0.03243616968393326,4.404146272712474,0.34348096261393396,0.11079506393445854,1.0,20.0,17986.0,0.0,0.0,1.0,559.0,1570.0,899.3,876.5,229.1442995145199,0.08729011453352607,0.08729011453352607,0.0,0.0,34.931907176971436,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,25,,0,0,discretize,0,0,,euclidean,,17986,rbf,1.0,0.0321357324719429,4.281587053918003,0.3459813285152711,0.03071572882133551,1.0,25.0,17986.0,0.0,0.0,1.0,338.0,1225.0,719.44,733.0,194.28805006999272,0.06810852885577671,0.06810852885577671,0.0,0.0,33.778666973114014,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,20,,0,0,discretize,0,0,,euclidean,,17986,rbf,0.1,0.03169296309351921,4.5445939539632185,0.3450014411102395,0.04641799936342993,1.0,20.0,17986.0,0.0,0.0,1.0,614.0,1415.0,899.3,861.0,194.05852210093738,0.07867230067830534,0.07867230067830534,0.0,0.0,33.666741132736206,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,30,,0,0,kmeans,0,0,,euclidean,,17986,rbf,0.1,0.03153681755065918,4.330584221680952,0.3416175620213219,0.12434140583441962,1.0,30.0,17986.0,0.0,0.0,1.0,269.0,817.0,599.5333333333333,601.5,118.47664561235499,0.04542421883687312,0.04542421883687312,0.0,0.0,42.520102739334106,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,30,,0,0,discretize,0,0,,euclidean,,17986,rbf,1.0,0.03150352090597153,4.280474100840221,0.3397645281614829,0.06249388706823755,1.0,30.0,17986.0,0.0,0.0,1.0,293.0,1093.0,599.5333333333333,616.0,182.3183540464926,0.06076948737907261,0.06076948737907261,0.0,0.0,35.00582218170166,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,25,,0,30,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.03148950636386871,4.428746091111014,0.4144635347509151,0.006899188346195818,1.0,25.0,17986.0,0.0,0.0,1.0,167.0,1354.0,719.44,787.0,308.52216516807994,0.075280773935283,0.075280773935283,0.0,0.0,278.7517867088318,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,25,,0,0,kmeans,0,0,,euclidean,,17986,rbf,0.1,0.0310590211302042,4.292727708279433,0.34852545243531907,0.13553949183189523,1.0,25.0,17986.0,0.0,0.0,1.0,276.0,1150.0,719.44,733.0,176.59945186777904,0.0639386189258312,0.0639386189258312,0.0,0.0,36.10426616668701,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,30,,0,0,discretize,0,0,,euclidean,,17986,rbf,0.1,0.030961476266384125,4.332555650933082,0.35366812044600326,0.04666512189063393,1.0,30.0,17986.0,0.0,0.0,1.0,282.0,894.0,599.5333333333333,566.5,161.05252421354828,0.049705326364950515,0.049705326364950515,0.0,0.0,34.723124742507935,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,25,,0,0,discretize,0,0,,euclidean,,17986,rbf,0.1,0.030915141105651855,4.399963208706004,0.34993450772572526,0.07818085296673162,1.0,25.0,17986.0,0.0,0.0,1.0,229.0,1163.0,719.44,735.0,207.29960540242232,0.06466140331368843,0.06466140331368843,0.0,0.0,33.84257483482361,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,15,,0,30,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.030876968055963516,4.430600215493452,0.4205668726067177,0.04265096932597044,1.0,15.0,17986.0,0.0,0.0,1.0,291.0,2385.0,1199.0666666666666,1132.0,570.5636355589289,0.13260313577226732,0.13260313577226732,0.0,0.0,274.9767518043518,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,30,,0,0,kmeans,0,0,,euclidean,,17986,rbf,1.0,0.030724478885531425,4.3156292883011504,0.3145927271509754,0.0958677641879215,1.0,30.0,17986.0,0.0,0.0,1.0,247.0,1011.0,599.5333333333333,619.0,171.3242020913047,0.05621038585566552,0.05621038585566552,0.0,0.0,39.46807241439819,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,30,,0,30,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.030583489686250687,4.3051086983259355,0.38937550804511156,0.05864565684128538,1.0,30.0,17986.0,0.0,0.0,1.0,128.0,1312.0,599.5333333333333,629.0,308.4725523536179,0.0729456243745135,0.0729456243745135,0.0,0.0,286.13431334495544,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,15,,0,0,kmeans,0,0,,euclidean,,17986,rbf,1.0,0.030199721455574036,4.517911655440857,0.3168056050723884,0.09482685172957325,1.0,15.0,17986.0,0.0,0.0,1.0,629.0,1760.0,1199.0666666666666,1191.0,336.8511969533267,0.09785388635605471,0.09785388635605471,0.0,0.0,33.95969486236572,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,20,,0,30,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.03007635846734047,4.4234809320818735,0.402556105003781,0.046064393974075905,1.0,20.0,17986.0,0.0,0.0,1.0,175.0,2008.0,899.3,891.5,493.7959193837065,0.11164238852440787,0.11164238852440787,0.0,0.0,276.8465437889099,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,25,,0,20,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.02994842268526554,4.383738106773809,0.4086973625245378,0.10668719455100505,1.0,25.0,17986.0,0.0,0.0,1.0,79.0,2030.0,719.44,777.0,421.07273290964827,0.11286556210385856,0.11286556210385856,0.0,0.0,231.43564009666443,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,25,,0,0,kmeans,0,0,,euclidean,,17986,rbf,1.0,0.029690658673644066,4.366740336928627,0.33372843107381955,0.030582220106402172,1.0,25.0,17986.0,0.0,0.0,1.0,256.0,1158.0,719.44,732.0,196.857121791415,0.06438340931835872,0.06438340931835872,0.0,0.0,37.661383390426636,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,30,,0,20,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.02876034937798977,4.38655524269697,0.39223284606820713,0.0951662300232357,1.0,30.0,17986.0,0.0,0.0,1.0,63.0,1478.0,599.5333333333333,649.0,354.04243938952976,0.08217502501945959,0.08217502501945959,0.0,0.0,234.43611860275269,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,20,,0,20,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.028665782883763313,4.304915754428189,0.4144311212275994,0.09484812814459026,1.0,20.0,17986.0,0.0,0.0,1.0,85.0,2170.0,899.3,849.0,617.5049878341065,0.12064939397309019,0.12064939397309019,0.0,0.0,227.09800601005554,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,15,,0,10,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.028565868735313416,4.460974788081211,0.38607171439489174,0.04196004465123674,1.0,15.0,17986.0,0.0,0.0,1.0,187.0,3250.0,1199.0666666666666,944.0,855.0573054220142,0.18069609696430558,0.18069609696430558,0.0,0.0,118.4537205696106,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,10,,0,30,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.028277110308408737,4.572227492164619,0.3182937057168504,0.2566787422248547,1.0,10.0,17986.0,0.0,0.0,1.0,305.0,3739.0,1798.6,1672.5,1110.5300716324614,0.20788390970755033,0.20788390970755033,0.0,0.0,272.1697177886963,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,10,,0,20,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.02776992693543434,4.577709368858314,0.31997209446511676,0.04240114762308519,1.0,10.0,17986.0,0.0,0.0,1.0,287.0,3771.0,1798.6,1678.5,1115.407566766516,0.2096630712776604,0.2096630712776604,0.0,0.0,217.71475172042847,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,15,,0,30,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.027542781084775925,4.293214740450785,0.3268310256873402,0.06589368100295256,1.0,15.0,17986.0,0.0,0.0,1.0,219.0,3799.0,1199.0666666666666,815.0,915.0604691615862,0.21121983765150673,0.21121983765150673,0.0,0.0,282.60861229896545,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,20,,0,10,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.02708040177822113,4.375853325601457,0.4280544778355013,0.0,1.0,20.0,17986.0,0.0,0.0,1.0,81.0,2390.0,899.3,901.5,654.1632135789966,0.13288112976759703,0.13288112976759703,0.0,0.0,131.73739576339722,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,10,,0,10,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.02686493657529354,4.634630163821519,0.321092152171804,0.0,1.0,10.0,17986.0,0.0,0.0,1.0,276.0,3763.0,1798.6,1688.0,1103.6524996573876,0.2092182808851329,0.2092182808851329,0.0,0.0,113.7047164440155,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,15,,0,20,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.026835933327674866,4.382119789582076,0.37590786485241656,0.006913774745673751,1.0,15.0,17986.0,0.0,0.0,1.0,193.0,3373.0,1199.0666666666666,948.0,860.6693106078677,0.1875347492494162,0.1875347492494162,0.0,0.0,222.8484752178192,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,10,,0,30,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.025723261758685112,4.373618085552725,0.26223567882943194,0.20533715143364625,1.0,10.0,17986.0,0.0,0.0,1.0,219.0,4809.0,1798.6,1434.0,1453.9388707920289,0.2673746247081063,0.2673746247081063,0.0,0.0,270.57246136665344,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,10,,0,20,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.02544579654932022,4.401556701535371,0.2657024065501326,0.2061619028446061,1.0,10.0,17986.0,0.0,0.0,1.0,219.0,4684.0,1798.6,1454.5,1436.0614332263087,0.26042477482486376,0.26042477482486376,0.0,0.0,221.02046036720276,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,30,,0,10,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.024952011182904243,4.432534416881426,0.40483804838736265,0.0,1.0,30.0,17986.0,0.0,0.0,1.0,66.0,1736.0,599.5333333333333,576.0,462.3741438368812,0.09651951517847214,0.09651951517847214,0.0,0.0,132.60755586624146,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,10,,0,10,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.024532701820135117,4.4508107041436045,0.26792662458469607,1.3012360595263893e-08,1.0,10.0,17986.0,0.0,0.0,1.0,211.0,4744.0,1798.6,1457.0,1440.0189026537116,0.2637607027688202,0.2637607027688202,0.0,0.0,116.18770551681519,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,25,,0,10,discretize,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.02431657165288925,4.330341036801499,0.43065127407628556,1.5936821890456778e-08,1.0,25.0,17986.0,0.0,0.0,1.0,27.0,2355.0,719.44,788.0,579.6526601336355,0.1309351718002891,0.1309351718002891,0.0,0.0,130.0143027305603,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,15,,0,20,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.023489827290177345,4.015001582824694,0.313979169463883,0.1616402374408909,1.0,15.0,17986.0,0.0,0.0,1.0,27.0,3547.0,1199.0666666666666,763.0,1072.0927488898626,0.19720894028688982,0.19720894028688982,0.0,0.0,225.03958439826965,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,25,,0,30,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.022671924903988838,3.973324067071569,0.2537619720441987,0.08821806527501437,1.0,25.0,17986.0,0.0,0.0,1.0,41.0,4214.0,719.44,651.0,799.5374202624915,0.2342933392638719,0.2342933392638719,0.0,0.0,282.19617223739624,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,20,,0,30,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.021942993625998497,4.0732495557421595,0.28774126140139183,0.0648430811929668,1.0,20.0,17986.0,0.0,0.0,1.0,64.0,3879.0,899.3,710.0,871.9024658756275,0.21566774157678195,0.21566774157678195,0.0,0.0,282.87360286712646,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,30,,0,30,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.021844102069735527,3.9497387129878523,0.29647501147511823,0.12908678932155512,1.0,30.0,17986.0,0.0,0.0,1.0,35.0,3003.0,599.5333333333333,532.0,576.1324346209144,0.16696319359501835,0.16696319359501835,0.0,0.0,289.1415228843689,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,20,,0,20,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.021442610770463943,3.8849199538348302,0.32288726752702446,0.13416083595160516,1.0,20.0,17986.0,0.0,0.0,1.0,27.0,3711.0,899.3,711.5,912.817457107389,0.206327143333704,0.206327143333704,0.0,0.0,231.03701210021973,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,20,,0,10,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.02099100686609745,3.9679621876770774,0.34000569816017556,0.12137166376279049,1.0,20.0,17986.0,0.0,0.0,1.0,15.0,3454.0,899.3,717.0,882.0306740697854,0.19203825197375737,0.19203825197375737,0.0,0.0,132.7237937450409,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,25,,0,20,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.020184148102998734,3.919898462227122,0.27311934899449813,0.12137166376279049,1.0,25.0,17986.0,0.0,0.0,1.0,27.0,3699.0,719.44,604.0,759.0859809007146,0.20565995774491272,0.20565995774491272,0.0,0.0,235.49565243721008,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,15,,0,10,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.019613025709986687,3.967923814941643,0.3039950736389486,0.048535984872534584,1.0,15.0,17986.0,0.0,0.0,1.0,28.0,5155.0,1199.0666666666666,799.0,1276.7244791087683,0.28661180918492163,0.28661180918492163,0.0,0.0,121.78110384941101,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,30,,0,20,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.017907803878188133,3.8349901960449464,0.26383612918937255,0.12733581690195792,1.0,30.0,17986.0,0.0,0.0,1.0,27.0,3450.0,599.5333333333333,461.0,722.8584800790693,0.1918158567774936,0.1918158567774936,0.0,0.0,238.7339346408844,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,25,,0,10,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.01693866401910782,3.7423930050311633,0.306176662808002,0.042904752125276675,1.0,25.0,17986.0,0.0,0.0,1.0,10.0,3800.0,719.44,499.0,871.1431147635847,0.21127543645057267,0.21127543645057267,0.0,0.0,131.91168117523193,True,True
full,sbert,SBERT MiniLM-L6-v2,transformer,sentence-transformers/all-MiniLM-L6-v2,spectral,30,,0,10,kmeans,0,0,,euclidean,,17986,nearest_neighbors,1.0,0.01139187440276146,3.607985092555266,0.309895622653104,0.05769562611471673,1.0,30.0,17986.0,0.0,0.0,1.0,10.0,3433.0,599.5333333333333,317.0,783.9308529597632,0.1908706771933726,0.1908706771933726,0.0,0.0,133.7482705116272,True,True
full,tfidf_baseline,Baseline,static_tfidf_svd,sklearn_pipeline,spectral,30,,0,0,discretize,0,0,,euclidean,,17980,rbf,1.0,0.06492842047668153,3.282894253893444,0.23131998019694036,0.049641935585051394,1.0,30.0,17980.0,0.0,0.0,1.0,298.0,856.0,599.3333333333334,593.0,128.1624836768632,0.047608453837597334,0.047608453837597334,0.0,0.0,36.0317485332489,True,True
full,tfidf_baseline,Baseline,static_tfidf_svd,sklearn_pipeline,spectral,30,,0,0,kmeans,0,0,,euclidean,,17980,rbf,1.0,0.0636547544849303,3.383484898559238,0.17372452852972187,0.03945750049703305,1.0,30.0,17980.0,0.0,0.0,1.0,75.0,2023.0,599.3333333333334,486.5,364.4492038984613,0.1125139043381535,0.1125139043381535,0.0,0.0,38.83725690841675,True,True
